Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Relative Effort,Commute,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Average Cadence,Max Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone
977424974,"May 8, 2017, 10:53:00 PM",It's finally spring! ,Run,,4895,11.54,,FALSE,,activities/977424974.gpx,52.1631012,,4895,4866,11547.2002,7.099999905,,286.1870117,,132.8000031,299.3999939,47.70000076,-0.00866011,,,,,,,,,794.302002,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
978893303,"May 9, 2017, 9:44:12 PM",gimme that sunburn,Run,,2768,8.62,,FALSE,,activities/978893303.gpx,52.1631012,,2768,2731,8621.299805,4.800000191,,0,,125.8000031,133.1000061,10.89999962,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
980786293,"May 11, 2017, 12:01:34 AM","Sun, wine, and a flat tire. ",Ride,,12496,52.3,,FALSE,,activities/980786293.gpx,52.1631012,,12496,10415,52299,14.69999981,,502.2380066,,123.6999969,265,15.69999981,0.000956041,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
986376205,"May 13, 2017, 6:31:43 PM",Welcome to Narnia!,Run,,17910,13.8,,FALSE,,activities/986376205.gpx,52.1629982,,17910,17666,13807,9.5,,1396.030029,,1657,3076,49.59999847,-0.249872997,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
986780061,"May 14, 2017, 5:36:52 PM",Eeeeeee!,Run,,16366,8.87,,FALSE,,activities/986780061.gpx,52.1629982,,16366,16171,8870.200195,9.100000381,,668.6209717,,1601.199951,2078.5,49.29999924,-0.707988977,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
987457007,"May 15, 2017, 2:13:12 PM",Morning Run,Run,,3607,8.42,,FALSE,,activities/987457007.gpx,52.1631012,,3607,3552,8423.400391,5.699999809,,352.7709961,,160.3000031,377.2000122,36.40000153,-0.00831018,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
993496048,"May 18, 2017, 12:17:13 AM",Infinity loop,Run,,3098,9.9,,FALSE,,activities/993496048.gpx,52.1631012,,3098,3087,9901.700195,5.300000191,,0,,125.8000031,134.3000031,12.39999962,0.00302978,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
994830600,"May 18, 2017, 10:04:05 PM",Sun run,Run,,2864,7.86,,FALSE,,activities/994830600.gpx,52.1631012,,2864,2844,7868.799805,10.39999962,,166.9459991,,132.8999939,236.1999969,46.5,0.00762505,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
999701174,"May 20, 2017, 9:23:08 PM",Shasta uphill. ,Run,,0,11.13,,FALSE,,activities/999701174.gpx,52.1629982,,0,19656,11137.59961,6.400000095,,2192.610107,,2121.199951,4202.799805,50,18.62520027,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1001888435,"May 23, 2017, 1:46:48 PM","Up the butt with autumn, whiskey, and oliver ",Run,,4344,10,,FALSE,,activities/1001888435.gpx,52.1631012,,4344,4164,10001.2998,5.599999905,,454.3930054,,161.1999969,621.2000122,49.70000076,-0.00899883,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1004366892,"May 25, 2017, 2:07:23 AM",Evening Run,Run,,4404,11.35,,FALSE,,activities/1004366892.gpx,52.1631012,,4404,4220,11357.59961,5.800000191,,280.1296997,,133,279.5,34.79999924,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1005963704,"May 26, 2017, 12:32:28 AM",I like my bike helmet. ,Ride,,11193,61.92,,FALSE,,activities/1005963704.gpx,52.1631012,,11193,9669,61923.39844,17,,567.0570068,,115.4000015,433.2000122,47,-0.024869399,,,,,,,,102.0680008,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1010776634,"May 27, 2017, 9:27:43 PM",1/3 of Watson traverse. Mt. Baker,Run,,57290,26.29,,FALSE,,activities/1010776634.gpx,52.1629982,,57290,54559,26291.90039,15.89999962,,2474.409912,,997.5,3282,50,-0.036132801,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1012047986,"May 29, 2017, 5:05:18 PM",Up Excelsior with great views! ;),Run,,13046,12.88,,FALSE,,activities/1012047986.gpx,52.1631012,,13046,12082,12885.7998,10.30000019,,1199.969971,,555.7999878,1736.900024,50,-0.027161701,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1014451282,"May 31, 2017, 2:16:57 PM",Foggy butte,Run,,4220,9.96,,FALSE,,activities/1014451282.gpx,52.1631012,,4220,4091,9966.900391,9.199999809,,470.0859985,,161,621.7999878,48.70000076,0.00100332,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1017012460,"Jun 2, 2017, 1:51:55 AM",Out and about with Jacky and Jill,Ride,,0,27.5,,FALSE,,activities/1017012460.gpx,52.1631012,,0,1466,27507.5,14,,111.3619995,,124,166.1999969,8.199999809,-0.000363537,,,,,,,,90.63950348,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1017616673,"Jun 2, 2017, 2:09:21 PM",Chilly morning,Run,,3734,9.08,,FALSE,,activities/1017616673.gpx,52.1631012,,3734,3689,9085.900391,6.800000191,,359.8009949,,160.1999969,377.2000122,48.20000076,0.0110061,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1020004726,"Jun 3, 2017, 10:23:49 PM",McKenzie marathon or Baileys last hooray! ,Run,,17877,42.75,,FALSE,,activities/1020004726.gpx,52.1631012,,17877,16224,42753,12.89999962,,239.8049927,,431.3999939,959.4000244,33.29999924,-1.225880027,,,,,,,,,2649.546875,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1023272540,"Jun 6, 2017, 2:44:05 AM",Tired legs and sleepy head ,Run,,2941,8.73,,FALSE,,activities/1023272540.gpx,52.1631012,,2941,2830,8736.400391,6.199999809,,25.61779976,,127.6999969,136.6999969,13.10000038,-0.0103017,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1024027711,"Jun 6, 2017, 3:49:53 PM",Working on my lead head,Rock Climb,A few laps at the columns. ,7200,0,,FALSE,,,52.1631012,,7200,7200,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1025324972,"Jun 7, 2017, 2:34:34 PM",Weekly butte check,Run,,4516,9.8,,FALSE,,activities/1025324972.gpx,52.1631012,,4516,4436,9803.400391,6.800000191,,471.4949951,,161,621.7999878,49.40000153,-0.0112206,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1027451989,"Jun 8, 2017, 9:23:07 PM",_Ÿè__Ÿè_â€çâ™€ï¸è,Swim,Still can't do flip turns. ,3600,0,,FALSE,,,52.1629982,,3600,3600,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1028425258,"Jun 9, 2017, 3:16:53 PM","Wild iris ridge exploration. No irises, just poison oak",Run,,3887,15.28,,FALSE,,activities/1028425258.gpx,52.1631012,,3887,3858,15283.59961,6.5,,339.6740112,,123,305.7000122,37.79999924,0.000654296,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1030498095,"Jun 10, 2017, 4:09:43 PM",Powder day in June with Audrey! ,Run,,0,14.8,,FALSE,,activities/1030498095.gpx,52.1629982,,0,22991,14804.09961,7.900000095,,1065.949951,,1668.300049,2739.100098,50,0.308697999,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1032518117,"Jun 11, 2017, 3:51:00 PM",It's a false summit type of weekend. ,Run,,28415,12.08,,FALSE,,activities/1032518117.gpx,52.1629982,,28415,11439,12079.5,7,,968.3549805,,1541.300049,2496.699951,49.59999847,-0.0447038,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035077840,"Apr 30, 2017, 7:44:29 PM",Weekend run,Run,,6428,14.79,,FALSE,,activities/1138185077.tcx.gz,52.1631012,,6428,6059,14792.5,17.10000038,,651.1539917,,144.6999969,466.2999878,50,-0.037181001,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035080866,"Apr 21, 2017, 12:21:22 AM",Afternoon Run,Run,,3058,9.29,,FALSE,,activities/1138188163.tcx.gz,52.1631012,,3058,2962,9298.900391,10.39999962,,23.64830017,,125.8000031,134,13,-0.0010754,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035083473,"Apr 14, 2017, 11:55:22 PM",Afternoon Run,Run,,3186,10.02,,FALSE,,activities/1138190745.tcx.gz,52.1631012,,3186,3154,10027.90039,7.800000191,,22.90430069,,125.8000031,134.6000061,16.29999924,-0.0119666,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035089657,"Apr 5, 2017, 3:07:08 PM",Morning Run,Run,,2501,5.9,,FALSE,,activities/1138197125.tcx.gz,52.1631012,,2501,2434,5901.200195,8,,269.4419861,,256.6000061,382.8999939,49.59999847,1.359050035,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035091099,"Mar 22, 2017, 3:03:02 PM",Morning Run,Run,,6233,14.22,,FALSE,,activities/1138198380.tcx.gz,52.1631012,,6233,6016,14227.09961,7.099999905,,589.0029907,,281.7000122,620.9000244,48.09999847,0.030223999,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035109615,"Mar 2, 2017, 12:08:42 AM",Afternoon Run,Run,,11467,22.1,,FALSE,,activities/1138217635.tcx.gz,52.1631012,,11467,9707,22103.5,11.19999981,,901.3209839,,132.6000061,620.4000244,47.40000153,1.056390047,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035120491,"Jan 30, 2017, 10:10:56 PM",Afternoon Run,Run,,3239,9.81,,FALSE,,activities/1138230177.tcx.gz,52.1631012,,3239,3239,9810.900391,5.699999809,,22.01370049,,125.8000031,135.8000031,23.29999924,-0.045867302,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035121768,"Feb 14, 2017, 4:05:49 PM",Morning Run,Run,,4342,10,,FALSE,,activities/1138231467.tcx.gz,52.1631012,,4342,4223,10003.09961,6.099999905,,476.0289917,,159.1999969,623.2000122,45.90000153,0.0139957,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035123096,"Feb 19, 2017, 10:24:17 PM",Andrews birthday run. ,Run,,7064,15.88,,FALSE,,activities/1138232860.tcx.gz,52.1629982,,7064,6250,15884.90039,4.800000191,,342.5289917,,138.8000031,466.2999878,44,-1.505200028,,,,,,,,,1045.116699,,,,,,,,,,,,,,0,,,16306.59961,,,,,,,,,,,,,,,,,,,,,,
1035130525,"Jan 14, 2017, 11:59:37 PM",Afternoon Run,Run,,4903,10.31,,FALSE,,activities/1138240858.tcx.gz,52.1631012,,4903,4631,10318,8.100000381,,485.1400146,,159,620.4000244,49.5,-0.0048459,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1035131831,"Jan 20, 2017, 4:14:17 PM",Morning Run,Run,,4840,10.49,,FALSE,,activities/1138242130.tcx.gz,52.1631012,,4840,4504,10496.2998,6.5,,475.6719971,,160,621.0999756,46.5,0.0152435,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
